Entry,Protein names
A0A5K4FDJ5,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A1Q9F088,EF-hand domain-containing protein
A0A210QQU9,Cyclic nucleotide-gated cation channel alpha-3
C1EGJ4,Voltage-gated ion channel superfamily
L8H0U0,"Transporter, cation channel family protein"
A0A0K9PX89,Potassium channel
W7X9I3,Cation channel family protein
A0CTZ8,"Chromosome undetermined scaffold_278, whole genome shotgun sequence"
A0A4S2LRZ0,Cyclic nucleotide-binding domain-containing protein
A0A397UUB8,Ion transport domain-containing protein
A0A6N7EY71,Ion transporter
A0A210Q7Y3,Potassium voltage-gated channel subfamily A member 2
A7SEC5,Ion transport domain-containing protein
Q13698,"Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)"
A0A3S1BUB6,Ion transport domain-containing protein
A0A699ZTB9,"Voltage-gated Ca2+ channel, alpha subunit"
A0A078B0Y7,Voltage-gated ion channel superfamily
B8BY88,Ion transport domain-containing protein
A0A1Y1V8R3,Voltage-gated potassium channel
E4XAS8,Cyclic nucleotide-binding domain-containing protein
A0A0M3JY62,Nanchung (inferred by orthology to a D. melanogaster protein)
F7CJ77,"Transient receptor potential cation channel, subfamily M, member 3"
A0A1R2BN96,Ion transport domain-containing protein
A0A1Q9D7I6,Scn10a protein (Sodium channel protein type 10 subunit alpha)
A0A3R7MCY5,Putative potassium voltage-gated channel subfamily H member 2 isoform X8
A0A1L8HRP1,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 isoform X1
A0A2A2LL83,BTB domain-containing protein
A0A662ZFK9,Voltage-gated sodium channel
A0A0F7M3E8,"Kef-type K+ ransport system, predicted NAD-binding component"
A0EDH7,"Chromosome undetermined scaffold_9, whole genome shotgun sequence"
A0A5K4F0X5,Ion_trans domain-containing protein
L1JZC6,Ion transport domain-containing protein
E0VAW3,Transient receptor potential cation channel
A0A0S4KJJ2,"Voltage-gated ion channel protein, putative"
A0A4W3I912,Transient receptor potential cation channel subfamily M member 3
A0A5E4M8S0,"Potassium channel, voltage dependent, Kv,Potassium channel tetramerisation-type BTB"
E9GW19,Cyclic nucleotide-binding domain-containing protein
Q91ZM0,"Transient receptor potential cation channel, subfamily C, member 4 (Transient receptor potential cation channel, subfamily C, member 4, isoform CRA_a) (Transient receptor potential channel 4 beta splice variant)"
A0A6P8ZB63,BK channel (Maxi K channel)
A0A397J012,Ion transport domain-containing protein
A0A6L2PR19,Ion transport domain-containing protein
A0A0K9QQI5,Potassium channel
A0A397Q2G4,Voltage-gated sodium channel
A0A1Y1S9T7,Ion transporter
A0A6P5AZ05,short transient receptor potential channel 4-like
A0A6L5DK86,Ion transport domain-containing protein
A0A078AH78,Cation channel family protein
A0A1Q9BWV5,Cyclic nucleotide-gated cation channel alpha-3
D8QPN0,Uncharacterized protein SmCNGC3_1
A0A1D2NI70,Cyclic nucleotide-gated channel rod photoreceptor subunit alpha
L1J229,EF-hand domain-containing protein
A0A0M0JZH9,Voltage-gated ion channel superfamily
A0A078AAS0,Wd-40 repeat protein
A0A1V9XH59,Voltage-dependent calcium channel type A subunit alpha-1-like
A0A4U8V4I0,RIH_assoc domain-containing protein
A0A383U0Y0,MlotiK1 channel
A0A0P0XDG1,Os08g0254600 protein
A0A078A9B6,Ion transport domain-containing protein
A0A2F0B9K2,Potassium voltage-gated channel subfamily S member 1
E4Y2K8,Ion transport domain-containing protein
A0A0G4ENU4,Cyclic nucleotide-binding domain-containing protein
A0A3M0K587,EF-hand domain-containing protein
A0A4W3IS99,Potassium voltage-gated channel subfamily A member 2-like
A0A4Y2BTN5,Sodium channel protein para
A0A0V1EL06,BK channel (Maxi K channel)
A0A0V0XJT5,Potassium voltage-gated channel protein Shab
A0A1J1HF30,"CLUMA_CG000450, isoform A"
A0A267GWH2,Ion transport domain-containing protein
A0A0K0DND5,Ion_trans domain-containing protein
A0A7J7NJN3,Potassium channel
A0A5J4YI43,Sodium channel protein type 11 subunit alpha
A4BR60,Potassium channel protein
T1IJS6,EF-hand domain-containing protein
A0A183W8F6,Ion_trans domain-containing protein
E1Z4C5,Ion transport domain-containing protein
A0A1Q9CK40,Calmodulin
D8RHH6,Uncharacterized protein SmCNGC6_2
A0A662YPE3,Sodium channel protein type 8 subunit alpha
A0A7M5WQ10,Sodium channel protein
M7BJX5,Potassium voltage-gated channel subfamily A member 2 (Voltage-gated potassium channel subunit Kv1.2)
A0A4E0RF57,Transient receptor potential cation channel subfamily A member 1
A0A2G8JTW0,Cyclic nucleotide-binding domain-containing protein
A0A6P8IBE2,transient receptor potential cation channel subfamily A member 1-like
A0A3Q0KLS7,"Putative transient receptor potential cation channel,subfamily m, member"
A0A0S4JDV9,"Cation efflux transmembrane transport protein, putative"
A0A2Z6RVH1,Ion transport domain-containing protein
A0A178U9I3,CNGC5
A0A6H5G9J4,Ion transport domain-containing protein
I4B463,Ion transport protein
A0A6J8AH52,TRPM3
A0A6P8HTR2,transient receptor potential cation channel subfamily A member 1-like
A0A5S9YDX6,Cyclic nucleotide-binding domain-containing protein
A0A0M0J7I4,Sodium channel protein type 9 subunit alpha
Q9M0A4,Putative cyclic nucleotide-gated ion channel 9 (Cyclic nucleotide- and calmodulin-regulated ion channel 9)
A0A4Z2HWN4,Two pore calcium channel protein 2
A0A6P4YVB2,transient receptor potential-gamma protein-like
R7S2U2,Ion transport domain-containing protein
A0A142Y2K6,Ion transport protein
A0A7E6EN83,BK channel (Maxi K channel)
A0A267H2F4,BTB domain-containing protein
A0A6P8HMG4,shaker-related potassium channel tsha2-like isoform X5
A0A0S7BVH0,Voltage-gated potassium channel Kch
V8PCF4,Calglandulin
A0A6P8IQL0,Voltage-dependent L-type calcium channel subunit alpha
A0A6A4LR87,Cyclic nucleotide-binding domain-containing protein
A0A6P8HAG9,potassium voltage-gated channel subfamily H member 1-like
A0A2G8JV45,Putative voltage-dependent T-type calcium channel subunit alpha-1H isoform X5
A0A1Q9C1H1,Calmodulin
A0A2I0TUI1,Inositol-trisphosphate receptor type 2
A0A0V0YKB7,Transient receptor potential cation channel subfamily V member 6
A0A0L0T7F2,Cyclic nucleotide-binding domain-containing protein
A0A177BEU2,Ion transport domain-containing protein
A0A1Q9C3R0,Histone H3.1/H3.2
A0EFY7,"Chromosome undetermined scaffold_94, whole genome shotgun sequence"
P56696,Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)
A0A4P9XS34,Ion transport domain-containing protein
A0A1V9XR59,Transient receptor potential cation channel subfamily A member 1-like
A0A1S3HMR5,transient-receptor-potential-like protein
W1PL34,Cyclic nucleotide-binding domain-containing protein
A0A2K3P5M7,Cyclic nucleotide-gated ion channel 2-like protein
A0A6P5AF72,transient receptor potential cation channel subfamily M member 2-like
A0A7M7PR54,Cyclic nucleotide-binding domain-containing protein
A0A653CAV7,Ion transport domain-containing protein
A0A654ECD3,(thale cress) hypothetical protein
A0A1R2B3E5,Ion transport domain-containing protein
A0A1Q9DVL2,Calmodulin
R9PY25,"Narrow abdomen, isoform G"
A0A0G4J0C5,Cyclic nucleotide-binding domain-containing protein
A0A5E8B0V2,Voltage-gated potassium channel
A0A4U8UX29,Ion transport domain-containing protein
F2U166,Potassium voltage-gated channel subfamily A member 6
A0A0V0YKC6,Transient receptor potential cation channel subfamily V member 4
A0A7J7K8I7,Ion transport domain-containing protein
A0A2A2JIH7,Cyclic nucleotide-binding domain-containing protein
I4B2E5,Ion transport protein
A0A0N4UMY9,Cyclic nucleotide-binding domain-containing protein
A0A1D2MX63,Transient receptor potential cation channel trpm
T1FYP8,Uncharacterized protein
A0A1Q9CMR1,Calmodulin
A0A4W3HV47,Transient receptor potential cation channel subfamily C member 3
A0A1D1VFC4,Cyclic nucleotide-binding domain-containing protein
G3V8L6,Potassium voltage-gated channel subfamily A member 6 (RCG30127)
A0A0G2K1Q5,Voltage-dependent T-type calcium channel subunit alpha
Q7RTX7,Cation channel sperm-associated protein 4 (CatSper4)
A0A5S9X7G7,Cyclic nucleotide-binding domain-containing protein
A0A5K4FE95,LSDAT_euk domain-containing protein
A0A2P4T6M1,Ion transport domain-containing protein
A0A078B7V6,Serine threonine protein kinase
A0A6P5ALI6,short transient receptor potential channel 1-like
V6CKL6,Ion transport domain-containing protein
A0A2A2KPU1,Uncharacterized protein
A0A210QKC4,Transient receptor potential cation channel subfamily V member 1
V8PDB2,Cyclic nucleotide-binding domain-containing protein
A0A5N5SRY1,Transient receptor potential channel pyrexia
A0A0L0DMM3,Hyperpolarization-activated ion channel
A0A1S3JPF0,sodium channel protein type 4 subunit alpha isoform X1
A0A4Z2HKA0,Cyclic nucleotide-gated olfactory channel
A0A6V7V8Q7,Ion transport domain-containing protein
A0A1R2BD41,Cyclic nucleotide-binding domain-containing protein
B0S711,"Transient receptor potential cation channel, subfamily V, member 1"
A0A6P4YHE4,Voltage-dependent L-type calcium channel subunit alpha
A0A1L8H848,potassium voltage-gated channel subfamily KQT member 4 isoform X1
A0A6P8ZPV9,BK channel (Maxi K channel)
R7UCC8,BTB domain-containing protein
A0A7E6FER8,transient receptor potential cation channel subfamily M member-like 2 isoform X2
A0A7M7P7S9,Uncharacterized protein
A0A4S2KG39,Ion transport domain-containing protein
A0A699YCY0,Cyclic nucleotide-binding domain-containing protein
K1S665,Ankyrin repeat and SOCS box protein 8
A0A7G2FJ38,(thale cress) hypothetical protein
A0A6V7WIY7,Cyclic nucleotide-binding domain-containing protein
A0A7E6EIF5,uncharacterized protein LOC115222488 isoform X6
A0A1Q9CN78,Calmodulin
A0A1S4GTY7,Uncharacterized protein
F7A9W3,Cation channel sperm-associated protein 2-like
A0A1R2D2N6,Cyclic nucleotide-binding domain-containing protein
A0A2R6QC57,Two pore calcium channel protein like
S4REI7,Ion transport domain-containing protein
B1AYL1,Sodium channel protein
S8CNM5,Cyclic nucleotide-binding domain-containing protein
A0A4W3IUM9,"Inositol 1,4,5-trisphosphate receptor"
A0A0L0T774,Ion transport domain-containing protein
A0A1Z5SR73,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 6) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase)"
F0XZI8,Ion transport domain-containing protein
A0A6S6QUA8,Ion transport domain-containing protein
A0A2G9U4C4,Ion transport domain-containing protein
A0A6P4ZHT2,potassium voltage-gated channel subfamily A member 1-like isoform X2
K7L829,Cyclic nucleotide-binding domain-containing protein
A0A267FVM4,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase"
A0A444TYU7,Potassium voltage-gated channel subfamily H member 7
W7XIU2,Cation channel family protein
A0A0M0JYM7,Transient receptor potential cation channel subfamily m member 2
Q8NCM2,Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2)
A0A2T7PZW4,Cyclic nucleotide-binding domain-containing protein
A0A553NPU3,Uncharacterized protein
A0A423TV03,Shaw potassium channel
A0A2P4TDQ3,Sodium channel protein
A0A2H6A738,Cyclic nucleotide-gated potassium channel
A0A3Q2UBT8,Transient receptor potential cation channel subfamily V member 2
A0A0M3K072,Potassium voltage-gated channel subfamily B member 2
A0A2R6PSE2,Cyclic nucleotide-gated ion channel 8
A0A0M3JZH1,BTB domain-containing protein
A0A4E0RMD6,Ryanodine receptor 44F
A0A1S3IRX1,transient receptor potential cation channel subfamily A member 1 homolog
A0A267FAP8,BTB domain-containing protein
A0A3P6TFI8,Ion transport domain-containing protein
A0A077YXL2,Voltage-dependent L-type calcium channel subunit alpha
A0A4Z2F2V7,Sodium channel protein type 4 subunit alpha B
T1L402,Cyclic nucleotide-binding domain-containing protein
A0A1R2CPR4,Cyclic nucleotide-binding domain-containing protein
A0A016RUZ3,Ion transport domain-containing protein
A7RQS2,BTB domain-containing protein
B8JHY6,Cyclic nucleotide-gated channel subunit alpha 1a (uncharacterized protein LOC100001558)
A0A2R5GDX7,Potassium voltage-gated channel protein eag
A0A6P8IMK8,transient receptor potential cation channel subfamily A member 1-like
A0A2F0B5T2,Transient receptor potential cation channel subfamily V member 6
D7FMW8,Inositol triphosphate receptor (IP3R)/ Ryanodine receptor like protein
A0A7E6FHI8,transient receptor potential cation channel subfamily M member-like 2 isoform X4
Q9JJZ8,Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3)
A7SIU2,BTB domain-containing protein
A0A4W3J771,Voltage-dependent L-type calcium channel subunit alpha
F0YJ70,Ion transport domain-containing protein
A0A3P6QGG9,Ion transport domain-containing protein
A0A7J7KNS8,Iav
A0A2A2JDN5,Ion transport domain-containing protein
A0A1Q9E4I8,C2H2-type domain-containing protein
A0A7M5XEK8,Ion transport domain-containing protein
A0A7H0VFJ5,Ion transporter
A0A0L0RZD0,Cyclic nucleotide-binding domain-containing protein
A0A3P7IIR0,Ion transport domain-containing protein
A0A2Z6QFB0,Ion transport domain-containing protein
A0A4E0QWW2,Potassium voltage-gated channel protein Shaker
A0A5J4NZ30,Uncharacterized protein
A0A4Y2DZL0,Cyclic nucleotide-gated olfactory channel
A0A653CL33,Ion transport domain-containing protein
A0A5B8MX48,Ion transport domain-containing protein
A0A6A4WWB9,Transient receptor potential cation channel protein painless
A0E853,"Chromosome undetermined scaffold_82, whole genome shotgun sequence"
A0A4W3GBN6,Potassium voltage-gated channel subfamily A member 3
A0A0N4VID2,Ion_trans domain-containing protein
A0A6G0V2U2,BK channel (Maxi K channel)
A0A1D2M7A5,Ankyrin-3
A0CJN3,"Chromosome undetermined scaffold_2, whole genome shotgun sequence"
A0NEY0,Voltage-dependent L-type calcium channel subunit alpha
T1F9F9,Cyclic nucleotide-binding domain-containing protein
W1PH47,Potassium channel
A0A1L8HIT8,short transient receptor potential channel 4
B7QC46,Uncharacterized protein
A0A6A4W0D5,Potassium voltage-gated channel protein Shaw
F2U0Q2,Ion transport domain-containing protein
A0A7J7K7B2,TPCN1
E7FFQ6,"Potassium voltage-gated channel, subfamily G, member 2 (potassium voltage-gated channel subfamily G member 2-like)"
A0A653BN41,Ion transport domain-containing protein
A0A078AGI8,Wd-40 repeat protein
A0A654GS38,Ion_trans domain-containing protein
A0A5K4F2L5,Ion_trans domain-containing protein
A0A0D8XL68,"Transporter, cation channel family protein"
A0A4Y2VQ65,Potassium voltage-gated channel protein Shaw
A0A5A8CU49,Ion_trans domain-containing protein
A0A388KV16,Cyclic nucleotide-gated ion channel 8
A0A4Z2E243,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
A0A6G0UP39,Ion transport domain-containing protein
A0A2K1KCN7,Uncharacterized protein
F2UHE1,Type I inositol triphosphate receptor
Q7PS36,AGAP000348-PA
A0A5B7CSL6,Voltage-dependent calcium channel type A subunit alpha-1
A7S5D6,Ion transport domain-containing protein
A0A6P8ZPW0,BK channel (Maxi K channel)
A0A1R2CJR2,Cyclic nucleotide-binding domain-containing protein
R7TTT7,Ion transport domain-containing protein
A0A078AKC3,Wd-40 repeat protein
A0A3P7LG33,Cyclic nucleotide-binding domain-containing protein
Q9Z0N7,Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)
A0A7G2F5K0,Potassium channel
A0A4W3IAB6,Sodium channel protein
Q8TD43,Transient receptor potential cation channel subfamily M member 4 (hTRPM4) (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (Melastatin-4)
A0A0M0JJ54,Ion transport protein
G0QTB6,EF-hand domain-containing protein
A0A1Q9CW08,Cyclic nucleotide-gated cation channel
P59053,Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)
A0A6V7VDN3,Uncharacterized protein
X6N6D2,Ion transport domain-containing protein
A0A6H5IUA3,Ion transport domain-containing protein
A0A4U5NC92,BTB domain-containing protein
A0A0M0JYW0,Voltage-gated ca2+ alpha subunit
A0A2K1L3E5,Uncharacterized protein
